Symbol,Name
672,SSON.L,Smithson Investment Trust PLC
673,GS7.F,GlaxoSmithKline plc
674,PHP.L,Primary Health Properties Plc
675,CRST.L,Crest Nicholson Holdings plc
676,PHM7.F,"Altria Group, Inc."
677,SNN.L,Sanne Group plc
678,GS7A.F,GlaxoSmithKline plc
679,0R3E.L,Lockheed Martin Corporation
680,PHM7.DE,"Altria Group, Inc."
681,PAMP.BA,Pampa Energía S.A.
682,SIE.F,Siemens Aktiengesellschaft
683,TDB.F,The Toronto-Dominion Bank
684,SIE.DE,Siemens Aktiengesellschaft
685,SIE.MI,Siemens Aktiengesellschaft
686,JEO.L,Jupiter European Opportunities Trust PLC
687,SNR.L,Senior plc
688,SIEB.F,Siemens Aktiengesellschaft
689,0NNR.L,Lundin Petroleum AB (publ)
690,CRA1.F,Rio Tinto Limited
691,CSA.F,Accenture plc
692,SGC.L,Stagecoach Group plc
693,NXWB.F,"Twenty-First Century Fox, Inc."
694,GAMA.L,Gamma Communications plc
695,GSS.L,Genesis Emerging Markets Fund
696,SONA.F,Sony Corporation
697,NWXA.F,"Twenty-First Century Fox, Inc."
698,DAL.L,Dalata Hotel Group plc
699,HFG.L,Hilton Food Group plc
700,TBCG.L,TBC Bank Group PLC
701,TMPL.L,Temple Bar Investment Trust Plc
702,HUR.L,Hurricane Energy plc
703,IBM.L,International Business Machines Corporation
704,BRIO6.BA,Banco Santander Rio S.A.
705,ACA.L,Acacia Mining plc
706,CWW.F,Commonwealth Bank of Australia
707,ITX.MI,"Industria de Diseño Textil, S.A."
708,GUI.F,Diageo plc
709,TN8.F,Thermo Fisher Scientific Inc.
710,HTG.L,Hunting plc
711,GUIA.F,Diageo plc
712,CHU.F,China Petroleum & Chemical Corporation
713,GUI.DE,Diageo plc
714,CHUA.F,China Petroleum & Chemical Corporation
715,0P6O.L,Volkswagen AG
716,BGSC.L,F&C Global Smaller Companies Plc
717,BRIO.BA,Banco Santander Rio S.A.
718,BTEM.L,British Empire Trust plc
719,NNWN.SG,Naspers Limited
720,DGE.PA,Diageo plc
721,LIN.DE,Linde plc
722,LIN.F,Linde plc
723,EQN.L,Equiniti Group plc
724,CVS.F,CVS Health Corporation
725,HRI.L,Herald Investment Trust
726,CTO.F,Costco Wholesale Corporation
727,0M2B.L,Linde plc
728,0LSZ.L,"Walgreens Boots Alliance, Inc."
729,ALV.MI,Allianz SE
730,ALV.F,Allianz SE
731,PRSM.L,Blue Prism Group plc
732,MCS.L,McCarthy & Stone plc
733,ALVA.F,Allianz SE
734,ALV.DE,Allianz SE
735,TII.F,Texas Instruments Incorporated
736,M4B.F,"China Merchants Bank Co., Ltd."
737,JII.L,JPMorgan Indian Investment Trust
738,PLI.L,Perpetual Income and Growth Investment Trust Plc
739,NNW.F,Naspers Limited
740,0QYU.L,Morgan Stanley
741,DTEA.DE,Deutsche Telekom AG
742,NVD.DE,NVIDIA Corporation
743,DTEA.F,Deutsche Telekom AG
744,AEC1.DE,American Express Company
745,AEC1.F,American Express Company
746,VOW.DE,Volkswagen AG
747,0R08.L,"United Parcel Service, Inc."
748,HDFA.F,HDFC Bank Limited
749,VOW3.F,Volkswagen AG
750,VOW3.MI,Volkswagen AG
751,VOW3.DE,Volkswagen AG
752,DTE.DE,Deutsche Telekom AG
753,GILD.MI,"Gilead Sciences, Inc."
754,DTE.MI,Deutsche Telekom AG
755,VOWB.F,Volkswagen AG
756,DTE.F,Deutsche Telekom AG
757,VOWA.F,Volkswagen AG
758,GIS.DE,"Gilead Sciences, Inc."
759,VOW.F,Volkswagen AG
760,0HEU.L,American Tower Corporation (REIT)
761,FP3.F,"NextEra Energy, Inc."
762,APAX.L,Apax Global Alpha Limited
763,NVD.F,NVIDIA Corporation
764,MGAM.L,Morgan Advanced Materials plc
765,SPT.L,Spirent Communications plc
766,RTN.L,The Restaurant Group plc
767,GIS.F,"Gilead Sciences, Inc."
768,IXD1.F,"Industria de Diseño Textil, S.A."
769,CLF.F,China Life Insurance Company Limited
770,0QZA.L,ConocoPhillips
771,BRM.DE,Bristol-Myers Squibb Company
772,BRM.F,Bristol-Myers Squibb Company
773,12D.F,Dell Technologies Inc.
774,PPH.L,PPHE Hotel Group Limited
775,DATA.L,GlobalData Plc
776,PJX.F,Petróleo Brasileiro S.A. - Petrobras
777,NTT.F,Nippon Telegraph and Telephone Corporation
778,SEPL.L,Seplat Petroleum Development Company Plc
779,SBRE.L,Sabre Insurance Group plc
780,UPAB.F,"United Parcel Service, Inc."
781,GOG.L,The Go-Ahead Group plc
782,CHL.F,China Life Insurance Company Limited
783,PJXB.F,Petróleo Brasileiro S.A. - Petrobras
784,RIO1.F,Rio Tinto plc
785,RIOA.F,Rio Tinto plc
786,SOLG.L,SolGold plc
787,CNPAP.PA,CNP Assurances SA VAR UNDATED NTS EUR1000
788,RIO1.DE,Rio Tinto plc
789,PJXA.F,Petróleo Brasileiro S.A. - Petrobras
790,MCNA.F,"NTT DOCOMO, INC."
791,SRB.F,Starbucks Corporation
792,MCN.F,"NTT DOCOMO, INC."
793,SDP.L,Schroder Asia Pacific Fund
794,TED.L,Ted Baker Plc
795,SRB.DE,Starbucks Corporation
796,PCE1.F,Booking Holdings Inc.
797,SBUX.MI,Starbucks Corporation
798,SAMI.BA,S.A. San Miguel A.G.I.C.I. y F.
799,PJXC.F,Petróleo Brasileiro S.A. - Petrobras
800,HGT.L,HgCapital Trust Plc
801,CQD.F,"Charter Communications, Inc."
802,NLV.F,Nippon Telegraph and Telephone Corporation
803,GFRD.L,Galliford Try plc
804,BMTA.F,British American Tobacco p.l.c.
805,WPCT.L,Woodford Patient Capital Trust plc
806,EFM.L,Edinburgh Dragon Trust Plc
807,SHI.L,SIG plc
808,LOM.F,Lockheed Martin Corporation
809,PLP.L,Polypipe Group plc
810,LOM.DE,Lockheed Martin Corporation
811,SANT.MI,"Banco Santander, S.A."
812,ROSN.L,Public Joint Stock Company Rosneft Oil Company
813,BGEO.L,Bank of Georgia Group PLC
814,SFT.F,SoftBank Group Corp.
815,BMT.DE,British American Tobacco p.l.c.
816,BMT.F,British American Tobacco p.l.c.
817,GBG.L,GB Group plc
818,OTV2.L,Octopus Titan VCT Plc
819,0HR2.L,CME Group Inc.
820,NRR.L,NewRiver REIT plc
821,NESF.L,NextEnergy Solar Fund Limited
822,KWS.L,Keywords Studios PLC
823,BSD2.F,"Banco Santander, S.A."
824,BSD2.DE,"Banco Santander, S.A."
825,UB5.F,U.S. Bancorp
826,AIR.F,Airbus SE
827,BSDK.F,"Banco Santander, S.A."
828,AIR.PA,Airbus SE
829,AIR.DE,Airbus SE
830,DCG.L,Dairy Crest Group plc
831,888.L,888 Holdings plc
832,0R3G.L,"The Goldman Sachs Group, Inc."
833,DNQ.F,Equinor ASA
834,LWDB.L,Law Debenture Corporation
835,CAT1.F,Caterpillar Inc.
836,CAT1.DE,Caterpillar Inc.
837,SFTU.F,SoftBank Group Corp.
838,YNGA.L,"Young & Co.'s Brewery, P.L.C."
839,A0T.F,American Tower Corporation (REIT)
840,BGFD.L,Baillie Gifford Japan Trust PLC
841,LWE.F,"Lowe's Companies, Inc."
842,SBER.L,Sberbank of Russia
843,0L6P.L,"Simon Property Group, Inc."
844,DNQA.F,Equinor ASA
845,YNGN.L,"Young & Co.'s Brewery, P.L.C."
846,JFJ.L,JPMorgan Japanese Investment Trust
847,0R19.L,"Becton, Dickinson and Company"
848,SRE.L,Sirius Real Estate Limited
849,ASML.MI,ASML Holding N.V.
850,DIGS.L,GCP Student Living PLC
851,VOF.L,VinaCapital Vietnam Opportunity Fund Limited
852,P2P.L,P2P GLOBAL INVESTMENTS PLC
853,DAP.F,Danaher Corporation
854,FSV.L,Fidelity Special Values Ord
855,0YIK.L,INVESCO QQQ TRUST SERIES 1 INVE
856,CKN.L,Clarkson PLC
857,DGOC.L,Diversified Gas & Oil PLC
858,QCI.F,QUALCOMM Incorporated
859,CVLC.F,Vale S.A.
860,SOI.L,Schroder Oriental Income Fund Limited
861,W8A.F,"Walgreens Boots Alliance, Inc."
862,NC2B.F,CNOOC Limited
863,TXAR.BA,Ternium Argentina S.A.
864,QCI.DE,QUALCOMM Incorporated
865,DWD.DE,Morgan Stanley
866,DIO.F,Christian Dior SE
867,CDI.PA,Christian Dior SE
868,YCP.F,ConocoPhillips
869,DWD.F,Morgan Stanley
870,0HBT.L,Skanska AB (publ)
871,0VQD.L,Chubb Limited
872,FSFL.L,Foresight Solar Fund plc
873,CVLB.F,Vale S.A.
874,SMS.L,Smart Metering Systems plc
875,AO.L,AO World plc
876,SCIN.L,Scottish Investment Trust PLC
877,PGR.L,Phoenix Global Resources plc
878,APGN.L,Applegreen plc
879,BRWM.L,BlackRock World Mining Trust plc
880,VCP.L,Victoria plc
881,MARS.L,Marston's PLC
882,RNK.L,The Rank Group Plc
883,MX4A.F,CME Group Inc.
884,ASME.DE,ASML Holding N.V.
885,YCP.DE,ConocoPhillips
886,MIRG.BA,Mirgor S.A.C.I.F.I.A.
887,PETS.L,Pets at Home Group Plc
888,ASME.F,ASML Holding N.V.
889,0LMP.L,VANGUARD EMERGING MARKETS STOCK
890,ASMF.F,ASML Holding N.V.
891,CARD.L,Card Factory plc
892,BAYN.DE,Bayer Aktiengesellschaft
893,BAY.MI,Bayer Aktiengesellschaft
894,0HL1.L,"Baidu, Inc."
895,NC2A.F,CNOOC Limited
896,EMIS.L,EMIS Group plc
897,BAYN.F,Bayer Aktiengesellschaft
898,ICGT.L,ICG Enterprise Trust Ord
899,HSL.L,Henderson Smaller Companies Investment Trust
900,ESP.L,Empiric Student Property PLC
901,AMS.L,Advanced Medical Solutions Group plc
902,0JRV.L,The Kraft Heinz Company
903,MFZ.F,"Mitsubishi UFJ Financial Group, Inc."
904,GNE.PA,General Electric Company
905,MFZA.SG,"Mitsubishi UFJ Financial Group, Inc."
906,FPM.L,Faroe Petroleum plc
907,BRSC.L,BlackRock Smaller Companies Trust
908,GEC.F,General Electric Company
909,GEC.DE,General Electric Company
910,CRW.L,Craneware plc
911,A58.F,"Anthem, Inc."
912,BAYA.F,Bayer Aktiengesellschaft
913,FDP.L,First Derivatives plc
914,OJS1.F,Public Joint Stock Company Rosneft Oil Company
915,CCFS.L,Charter Court Financial Services Group plc
916,0R2L.L,"T-Mobile US, Inc."
917,GOS.DE,"The Goldman Sachs Group, Inc."
918,MTA.SG,ArcelorMittal
919,BKN.F,The Bank of Nova Scotia
920,BASF.MI,BASF SE
921,BAYA.DE,Bayer Aktiengesellschaft
922,BZF1.F,"VMware, Inc."
923,GROW.L,Draper Esprit plc
924,BAS.DE,BASF SE
925,BASA.DE,BASF SE
926,BAS.F,BASF SE
927,BFA.L,BASF SE
928,0R0X.L,"Tesla, Inc."
929,GOS.F,"The Goldman Sachs Group, Inc."
930,PEYS.L,PRINCESS PRIVATE EQUITY HOLDING
931,0LQQ.L,Vodafone Group Plc
932,PAY.L,PayPoint plc
933,BRE.F,Banco Bradesco S.A.
934,STOB.L,Stobart Group Limited
935,D2MN.F,Duke Energy Corporation
936,BASA.F,BASF SE
937,SON1.F,Sony Corporation
938,SCL.L,Schlumberger Limited
939,SON1.F,Sony Corporation
940,TPOS.L,THIRD POINT OFFSHORE INVESTORS
941,RDI.L,RDI REIT P.L.C.
942,SBNC.F,Sberbank of Russia
943,AMNA.F,Ambev S.A.
944,SQI.F,"Simon Property Group, Inc."
945,0R0W.L,Express Scripts Holding Company
946,0L60.L,Shire plc
947,KEE.F,Keyence Corporation
948,VTC.L,The Vitec Group plc
949,JESC.L,JPMorgan European Smaller Companies Trust Plc
950,OGZD.L,Public Joint Stock Company Gazprom
951,NBPE.L,NB Private Equity Partners Limited
952,WBC.F,Westpac Banking Corporation
953,WBCC.F,Westpac Banking Corporation
954,ENL.F,Enel SpA
955,BREC.F,Banco Bradesco S.A.
956,0IIH.L,Kering SA
957,NBPS.L,NB PRIVATE EQUITY PARTNERS LIMI
958,NBPP.L,NB Private Equity Partners Limited
959,ENL.DE,Enel SpA
960,JLEN.L,John Laing Environmental Assets Group Limited
961,ENEL.MI,Enel SpA
962,ENLA.F,Enel SpA
963,BMN.L,Bushveld Minerals Limited
964,REDD.L,Redde plc
965,FOUR.L,4imprint Group plc
966,BOX.F,"Becton, Dickinson and Company"
967,NICL.L,Nichols plc
968,NCC.L,NCC Group plc
969,KTF.F,"Mondelez International, Inc."
970,NTG.L,Northgate plc
971,BLQA.F,"BlackRock, Inc."
972,0NXX.L,Daimler AG
973,ENI1.F,Eni S.p.A.
974,WJG.L,Watkin Jones Plc
975,KER.MI,Kering SA
976,ALUA.BA,Aluar Aluminio Argentino S.A.I.C.
977,NVTK.L,PAO NOVATEK
978,IDP.DE,Biogen Inc.
979,LTG.L,Learning Technologies Group plc
980,CEPU.BA,Central Puerto S.A.
981,EN3.F,Enbridge Inc.
982,IDP.F,Biogen Inc.
983,AEX.F,Chubb Limited
984,OXIG.L,Oxford Instruments plc
985,SYK.F,Stryker Corporation
986,PPX.F,Kering SA
987,PPX.DE,Kering SA
988,KER.PA,Kering SA
989,BGHS.L,BOUSSARD & GAVAUDAN HOLDING LIM
990,0HQY.L,Cigna Corporation
991,DAI.MI,Daimler AG
992,0MCJ.L,Svenska Cellulosa Aktiebolaget SCA (publ)
993,CSJA.F,CSL Limited
994,SLPE.L,Standard Life Private Equity Trust
995,DAI.DE,Daimler AG
996,B1C.F,"Baidu, Inc."
997,DAI.F,Daimler AG
998,IQE.L,IQE plc
999,ENI.MI,Eni S.p.A.
1000,HMI.F,Hermès International Société en commandite par actions
1001,HFD.L,Halfords Group plc
1002,KNOS.L,Kainos Group plc
1003,BNP.F,BNP Paribas SA
1004,BNP.MI,BNP Paribas SA
1005,BIFF.L,Biffa plc
1006,BNPH.F,BNP Paribas SA
1007,RMS.PA,Hermès International Société en commandite par actions
1008,ENT.DE,Eni S.p.A.
1009,CSJ.F,CSL Limited
1010,BNP.PA,BNP Paribas SA
1011,BNP.DE,BNP Paribas SA
1012,ENI.F,Eni S.p.A.
1013,CLAK.PA,Crédit Lyonnais S.A. 0% EMTN 13/07/2019 EUR100
1014,FSTA.L,"Fuller, Smith & Turner P.L.C."
1015,3RB.DE,Reckitt Benckiser Group plc
1016,DIP.F,KDDI Corporation
1017,SCAM.L,Scottish American Investment Company Plc
1018,PRTC.L,PureTech Health plc
1019,3RB.F,Reckitt Benckiser Group plc
1020,3RBB.F,Reckitt Benckiser Group plc
1021,TOT.L,Total Produce plc
1022,ELLA.L,Ecclesiastical Insurance Office plc
1023,MRCH.L,The Merchants Trust Plc
1024,ADP.F,"Automatic Data Processing, Inc."
1025,0Y7T.L,Allergan plc
1026,BMWB.F,Bayerische Motoren Werke Aktiengesellschaft
1027,C4C.F,"Bank of Communications Co., Ltd."
1028,CSN.L,Chesnara plc
1029,MUT.L,Murray Income Trust Plc
1030,TM5.F,"T-Mobile US, Inc."
1031,PRSR.L,The PRS REIT plc
1032,CVSG.L,CVS Group plc
1033,AEX.SG,Chubb Limited
1034,VODI.F,Vodafone Group Plc
1035,CY2.F,Canadian National Railway Company
1036,ASAI.L,ASA International Group PLC
1037,JPJ.L,JPJ Group plc
1038,0KU4.L,Raytheon Company
1039,TL0.DE,"Tesla, Inc."
1040,SCPA.L,Scapa Group plc
1041,UEM.L,Utilico Emerging Markets Limited
1042,TSLA.MI,"Tesla, Inc."
1043,PMO.L,Premier Oil plc
1044,TL0.F,"Tesla, Inc."
1045,MGNS.L,Morgan Sindall Group plc
1046,BMW.F,Bayerische Motoren Werke Aktiengesellschaft
1047,0R2P.L,Deere & Company
1048,EPD.F,Enterprise Products Partners L.P.
1049,BMW.MI,Bayerische Motoren Werke Aktiengesellschaft
1050,VEC.L,Vectura Group plc
1051,KHNZ.DE,The Kraft Heinz Company
1052,SWG.F,The Charles Schwab Corporation
1053,MFZA.F,"Mitsubishi UFJ Financial Group, Inc."
1054,0IUC.L,General Dynamics Corporation
1055,OTB.L,On the Beach Group plc
1056,0HAR.L,AXA SA
1057,BMW3.F,Bayerische Motoren Werke Aktiengesellschaft
1058,BMW.DE,Bayerische Motoren Werke Aktiengesellschaft
1059,0J8Z.L,"Illumina, Inc."
1060,KHNZ.F,The Kraft Heinz Company
1061,0H2Z.L,Fastighets AB Balder (publ)
1062,TYMN.L,Tyman plc
1063,EL.MI,EssilorLuxottica Société anonyme
1064,FR7H.SG,"Fast Retailing Co., Ltd."
1065,BMW3.DE,Bayerische Motoren Werke Aktiengesellschaft
1066,EL.PA,EssilorLuxottica Société anonyme
1067,ESL.F,EssilorLuxottica Société anonyme
1068,PURE.L,PureCircle Limited
1069,BGS.L,Baillie Gifford Shin Nippon
1070,FR7.F,"Fast Retailing Co., Ltd."
1071,TJX.F,"The TJX Companies, Inc."
1072,PNP.F,"The PNC Financial Services Group, Inc."
1073,CPA.F,Colgate-Palmolive Company
1074,S7E.F,Shire plc
1075,SP2.F,Shire plc
1076,CPA.DE,Colgate-Palmolive Company
1077,BVXB.F,Itaú Unibanco Holding S.A.
1078,CREI.L,Custodian REIT Plc
1079,AI.PA,L'Air Liquide S.A.
1080,SAF.MI,Safran SA
1081,HNK1.F,Heineken N.V.
1082,EO5.F,"EOG Resources, Inc."
1083,HNK2.F,Heineken N.V.
1084,PCTN.L,Picton Property Income Limited
1085,0K92.L,Northrop Grumman Corporation
1086,HGM.L,Highland Gold Mining Limited
1087,IEM.L,Impax Environmental Markets Trust Plc
1088,SLB.PA,Schlumberger Limited
1089,IUI1.F,"Intuitive Surgical, Inc."
1090,0R0E.L,General Motors Company
1091,AIL.DE,L'Air Liquide S.A.
1092,AIL.F,L'Air Liquide S.A.
1093,HNK1.DE,Heineken N.V.
1094,SCL.F,Schlumberger Limited
1095,8GCA.F,Glencore Plc
1096,AXA.MI,AXA SA
1097,0QYA.L,Celgene Corporation
1098,AXA.F,AXA SA
1099,0IJN.L,Exelon Corporation
1100,AXA.DE,AXA SA
1101,BSIF.L,Bluefield Solar Income Fund Ltd.
1102,CXR.SG,CSX Corporation
1103,CS.PA,AXA SA
1104,AXAA.F,AXA SA
1105,TNE2.SG,"Telefónica, S.A."
1106,0JLK.L,ISHARES CORE MSCI EMERGING MARK
1107,IBE1.F,"Iberdrola, S.A."
1108,IGR.L,IG Design Group plc
1109,N1O.F,PAO NOVATEK
1110,CHG.L,Chemring Group PLC
1111,PURP.L,Purplebricks Group plc
1112,8GC.F,Glencore Plc
1113,SDL.L,SDL plc
1114,GPATR.PA,Groupama Assurances Mutuelles
1115,ITE.L,ITE Group plc
1116,OXB.L,Oxford BioMedica plc
1117,IPF.L,International Personal Finance plc
1118,0J1R.L,"HCA Healthcare, Inc."
1119,ANB1.F,Australia and New Zealand Banking Group Limited
1120,GAZ.DE,Public Joint Stock Company Gazprom
1121,TCG.L,Thomas Cook Group plc
1122,INDI.L,Indus Gas Limited
1123,POLR.L,Polar Capital Holdings plc
1124,GENL.L,Genel Energy plc
1125,GAZ.F,Public Joint Stock Company Gazprom
1126,ANB.F,Australia and New Zealand Banking Group Limited
1127,FORT.L,Forterra plc
1128,CVH.BA,Cablevisión Holding S.A.
1129,DOD.F,"Dominion Energy, Inc."
1130,SAF.PA,Safran SA
1131,DLAR.L,De La Rue plc
1132,SEJ1.F,Safran SA
1133,EWI.L,Edinburgh Worldwide Investment Trust Plc
1134,0JTM.L,The Estée Lauder Companies Inc.
1135,AA.L,AA plc
1136,ITU.F,Intuit Inc.
1137,EDN.BA,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima
1138,0R2M.L,"Regeneron Pharmaceuticals, Inc."
1139,8GM.F,General Motors Company
1140,YOU.L,YouGov plc
1141,ATT.L,Allianz Technology Trust Plc
1142,E2F.F,Electricité de France S.A.
1143,JSG.L,Johnson Service Group PLC
1144,LXI.L,LXI REIT plc
1145,HFEL.L,Henderson Far East Income Limited
1146,DCO.DE,Deere & Company
1147,8GM.DE,General Motors Company
1148,SPI.L,Spire Healthcare Group plc
1149,0KOD.L,"Prologis, Inc."
1150,THRL.L,Target Healthcare REIT Limited
1151,MNZS.L,John Menzies plc
1152,E2F.DE,Electricité de France S.A.
1153,STCK.L,Stock Spirits Group PLC
1154,XMFA.F,"Sumitomo Mitsui Financial Group, Inc."
1155,DCO.F,Deere & Company
1156,XPP.L,XP Power Limited
1157,XMF.F,"Sumitomo Mitsui Financial Group, Inc."
1158,OCN.L,Ocean Wilsons Holdings Limited
1159,SLS.L,Standard Life UK Smaller Companies Trust Plc
1160,CXR.F,CSX Corporation
1161,MV9L.F,"América Móvil, S.A.B. de C.V."
1162,MTO.L,Mitie Group plc
1163,MRKC.SG,MERCK Kommanditgesellschaft auf Aktien
1164,EDF.PA,Electricité de France S.A.
1165,BHIU.L,BMO UK HIGH INCOME TRUST PLC UN
1166,OPC.DE,Occidental Petroleum Corporation
1167,MV9.F,"América Móvil, S.A.B. de C.V."
1168,MRK.F,MERCK Kommanditgesellschaft auf Aktien
1169,MIDW.L,Midwich Group Plc
1170,MRK.DE,MERCK Kommanditgesellschaft auf Aktien
1171,MRK.MI,MERCK Kommanditgesellschaft auf Aktien
1172,LLD.F,Lloyds Banking Group plc
1173,HDMA.F,"Honda Motor Co., Ltd."
1174,BRFI.L,BlackRock Frontiers Investment Trust Plc
1175,BSN.F,Danone SA
1176,SOT.F,The Southern Company
1177,PRU.F,Prudential plc
1178,GDX.F,General Dynamics Corporation
1179,BHMG.L,BH Macro Limited
1180,NFC.L,Next Fifteen Communications Group plc
1181,JTC.L,JTC PLC
1182,PRU2.F,Prudential plc
1183,BSX.F,Boston Scientific Corporation
1184,RST.L,Restore plc
1185,BN.PA,Danone SA
1186,BSN.DE,Danone SA
1187,DG.PA,VINCI SA
1188,1JP.F,"Japan Post Holdings Co., Ltd."
1189,HDM.F,"Honda Motor Co., Ltd."
1190,TRG.L,TR European Growth Trust
1191,LLD.DE,Lloyds Banking Group plc
1192,OPC.F,Occidental Petroleum Corporation
1193,CG3.DE,Celgene Corporation
1194,DNN.MI,Danone SA
1195,SQU.F,VINCI SA
1196,CGN.F,Cigna Corporation
1197,CPF.F,CITIC Limited
1198,0JG6.L,ISHARES S&P MIDCAP 400 INDEX FU
1199,IKF.F,China Shenhua Energy Company Limited
1200,8CW.F,Crown Castle International Corp. (REIT)
1201,BN9.F,The Bank of New York Mellon Corporation
1202,HEN3.F,Henkel AG & Co. KGaA
1203,INNA.DE,ING Groep N.V.
1204,CLAL.PA,Crédit Lyonnais S.A. 4.4% BDS 13/07/2021 EUR1
1205,FUTR.L,Future PLC
1206,BZG2.F,PT Bank Central Asia Tbk
1207,CG3.F,Celgene Corporation
1208,HEN3.DE,Henkel AG & Co. KGaA
1209,RTN1.F,Raytheon Company
1210,NAL.F,National Australia Bank Limited
1211,MZ8A.F,"Mizuho Financial Group, Inc."
1212,DFS.L,DFS Furniture plc
1213,CGEO.L,Georgia Capital PLC
1214,ELAA.F,The Estée Lauder Companies Inc.
1215,A60.F,Allergan plc
1216,HEN1.SG,Henkel AG & Co. KGaA
1217,0IFX.L,Electronic Arts Inc.
1218,JETI.L,JPMorgan European Investment Trust Income Pool
1219,TEF.MI,"Telefónica, S.A."
1220,HEN.DE,Henkel AG & Co. KGaA
1221,HEN3.MI,Henkel AG & Co. KGaA
1222,RWA.L,Robert Walters plc
1223,RICA.L,Ruffer Investment Company Limited
1224,HEN.F,Henkel AG & Co. KGaA
1225,HENE.SG,Henkel AG & Co. KGaA
1226,PEO.F,Exelon Corporation
1227,LLD2.F,Lloyds Banking Group plc
1228,JATA.F,Japan Tobacco Inc.
1229,ACSO.L,accesso Technology Group plc
1230,HSTN.L,Hansteen Holdings PLC
1231,SM3.F,Suncor Energy Inc.
1232,NAS.L,North Atlantic Smaller Companies
1233,TDE.L,"Telefónica, S.A."
1234,0UB.F,UBS Group AG
1235,0JYA.L,Marathon Petroleum Corporation
1236,GKP.L,Gulf Keystone Petroleum Limited
1237,TNE2.F,"Telefónica, S.A."
1238,ZFI1.F,Zurich Insurance Group AG
1239,TNE5.DE,"Telefónica, S.A."
1240,ERCA.F,Telefonaktiebolaget LM Ericsson (publ)
1241,JAT.F,Japan Tobacco Inc.
1242,ZFIN.F,Zurich Insurance Group AG
1243,TNE5.F,"Telefónica, S.A."
1244,MCP.SG,LVMH Moët Hennessy Louis Vuitton S.E.
1245,RI.PA,Pernod Ricard SA
1246,PER.F,Pernod Ricard SA
1247,ZFIN.DE,Zurich Insurance Group AG
1248,FTE.F,Orange S.A.
1249,FTE.DE,Orange S.A.
1250,PMTA.F,PTC Inc.
1251,HLCL.L,Helical plc
1252,0JGN.L,ISHARES RUSSELL 2000 ETF ISHARE
1253,ORA.PA,Orange S.A.
1254,UANC.L,Urban&Civic plc
1255,FTE1.F,Orange S.A.
1256,AVON.L,Avon Rubber p.l.c.
1257,KIE.L,Kier Group plc
1258,JCH.L,JPMorgan Claverhouse Investment Trust Plc
1259,ILU.F,"Illumina, Inc."
1260,AJB.L,AJ Bell PLC
1261,VP.L,Vp plc
1262,MBI.F,Mitsubishi Corporation
1263,FDX.F,FedEx Corporation
1264,ADIG.L,Aberdeen Diversified Income & Growth Plc
1265,DEVL.F,DBS Group Holdings Ltd
1266,HEAD.L,Headlam Group plc
1267,NTH.F,Northrop Grumman Corporation
1268,HSB.F,Hang Seng Bank Limited
1269,ORA.MI,Orange S.A.
1270,ADS.MI,adidas AG
1271,ADS1.SG,adidas AG
1272,CSRT.L,Consort Medical plc
1273,ECJ.F,Ecolab Inc.
1274,ADS.DE,adidas AG
1275,ESL.L,Eddie Stobart Logistics plc
1276,JPGI.L,JPMorgan Global Growth & Income Investment Trust
1277,LUK.F,PJSC LUKOIL
1278,MPE.L,M.P. Evans Group plc
1279,0PMJ.L,Siemens Healthineers AG
1280,SHL.DE,Siemens Healthineers AG
1281,ADS.F,adidas AG
1282,SDRY.L,Superdry Plc
1283,BZZ.F,Bank of Montreal
1284,SHL.F,Siemens Healthineers AG
1285,CLAG.PA,Crédit Lyonnais S.A. 4.15% SNR BDS 19/04/2019 EUR1
1286,SHL1.F,Siemens Healthineers AG
1287,IC2.F,"Intercontinental Exchange, Inc."
1288,INNA.F,ING Groep N.V.
1289,HWG.L,Harworth Group plc
1290,DBSA.F,Banco Santander (Brasil) S.A.
1291,0QDX.L,AB Sagax (publ)
1292,0QZ4.L,"Delta Air Lines, Inc."
1293,JZCZ.L,JZ CAPITAL PARTNERS LIMITED ZER
1294,FDX.DE,FedEx Corporation
1295,CAML.L,Central Asia Metals plc
1296,SBID.L,State Bank of India
1297,2BH.MU,"HCA Healthcare, Inc."
1298,LOOK.L,Lookers plc
1299,INN1.F,ING Groep N.V.
1300,0JYW.L,"Marriott International, Inc."
1301,MTVW.L,Mountview Estates P.L.C.
1302,SGT.F,"Seattle Genetics, Inc."
1303,MER.L,Mears Group plc
1304,JZCP.L,JZ Capital Partners Limited
1305,STHR.L,SThree plc
1306,PTOG.F,PTT Public Company Limited
1307,0R2T.L,"Micron Technology, Inc."
1308,MHL.F,S&P Global Inc.
1309,LIN.MI,Linde Aktiengesellschaft
1310,LNA.DE,Linde Aktiengesellschaft
1311,SHG.F,Sun Hung Kai Properties Limited
1312,LNA.F,Linde Aktiengesellschaft
1313,5JP.F,"JAPAN POST BANK Co.,Ltd."
1314,ZCH.F,China Telecom Corporation Limited
1315,0HBC.L,Intesa Sanpaolo S.p.A.
1316,0H8X.L,"Activision Blizzard, Inc."
1317,OCI.L,Oakley Capital Investments Limited
1318,2BH.F,"HCA Healthcare, Inc."
1319,NAIT.L,The North American Income Trust plc
1320,ILT.F,Illinois Tool Works Inc.
1321,4GNB.F,"Wal-Mart de México, S.A.B. de C.V."
1322,ZCHA.F,China Telecom Corporation Limited
1323,SCH.L,SafeCharge International Group Limited
