,Symbol,Name
0,TCS.NS,Tata Consultancy Services Limited
1,TCS.BO,Tata Consultancy Services Limited
2,RELIANCE.BO,Reliance Industries Limited
3,RELIANCE.NS,Reliance Industries Limited
4,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
5,HDFCBANK.BO,HDFC Bank Limited
6,HDFCBANK.NS,HDFC Bank Limited
7,HINDUNILVR.NS,Hindustan Unilever Limited
8,HINDUNILVR.BO,Hindustan Unilever Limited
9,ITC.NS,ITC Limited
10,ITC.BO,ITC Limited
11,HDFC.NS,Housing Development Finance Corporation Limited
12,HDFC.BO,Housing Development Finance Corporation Limited
13,0700.HK,Tencent Holdings Limited
14,INFY.BO,Infosys Limited
15,INFY.NS,Infosys Limited
16,SBIN.NS,State Bank of India
17,SBIN.BO,State Bank of India
18,KOTAKBANK.NS,Kotak Mahindra Bank Limited
19,KOTAKBANK.BO,Kotak Mahindra Bank Limited
20,ICICIBANK.BO,ICICI Bank Limited
21,ICICIBANK.NS,ICICI Bank Limited
22,MARUTI.BO,Maruti Suzuki India Limited
23,MARUTI.NS,Maruti Suzuki India Limited
24,LT.NS,Larsen & Toubro Limited
25,LT.BO,Larsen & Toubro Limited
26,ONGC.NS,Oil and Natural Gas Corporation Limited
27,ONGC.BO,Oil and Natural Gas Corporation Limited
28,1398.HK,Industrial and Commercial Bank of China Limited
29,0939.HK,China Construction Bank Corporation
30,STAN.BO,Standard Chartered PLC
31,AXISBANK.NS,Axis Bank Limited
32,AXISBANK.BO,Axis Bank Limited
33,601939.SS,China Construction Bank Corporation
34,COALINDIA.NS,Coal India Limited
35,601398.SS,Industrial and Commercial Bank of China Limited
36,COALINDIA.BO,Coal India Limited
37,0941.HK,China Mobile Limited
38,BAJFINANCE.NS,Bajaj Finance Limited
39,BAJFINANCE.BO,Bajaj Finance Limited
40,WIPRO.NS,Wipro Limited
41,WIPRO.BO,Wipro Limited
42,0857.HK,PetroChina Company Limited
43,HCLTECH.NS,HCL Technologies Limited
44,HCLTECH.BO,HCL Technologies Limited
45,ASIANPAINT.NS,Asian Paints Limited
46,ASIANPAINT.BO,Asian Paints Limited
47,PTT.BK,PTT Public Company Limited
48,PTT-R.BK,PTT Public Company Limited
49,0005.HK,HSBC Holdings plc
50,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
51,601857.SS,PetroChina Company Limited
52,IOC.BO,Indian Oil Corporation Limited
53,IOC.NS,Indian Oil Corporation Limited
54,BHARTIARTL.BO,Bharti Airtel Limited
55,BHARTIARTL.NS,Bharti Airtel Limited
56,1288.HK,Agricultural Bank of China Limited
57,NTPC.NS,NTPC Limited
58,NTPC.BO,NTPC Limited
59,3988.HK,Bank of China Limited
60,HINDZINC.NS,Hindustan Zinc Limited
61,HINDZINC.BO,Hindustan Zinc Limited
62,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
63,601288.SS,Agricultural Bank of China Limited
64,ULTRACEMCO.NS,UltraTech Cement Limited
65,ULTRACEMCO.BO,UltraTech Cement Limited
66,NESTLEIND.BO,Nestlé India Limited
67,NESTLEIND.NS,Nestlé India Limited
68,601988.SS,Bank of China Limited
69,6505.TW,Formosa Petrochemical Corporation
70,POWERGRID.NS,Power Grid Corporation of India Limited
71,POWERGRID.BO,Power Grid Corporation of India Limited
72,BAJAJFINSV.NS,Bajaj Finserv Limited
73,BAJAJFINSV.BO,Bajaj Finserv Limited
74,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
75,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
76,2317.TW,"Hon Hai Precision Industry Co., Ltd."
77,DMART.BO,Avenue Supermarts Limited
78,DMART.NS,Avenue Supermarts Limited
79,INDUSINDBK.BO,IndusInd Bank Limited
80,INDUSINDBK.NS,IndusInd Bank Limited
81,AOT-R.BK,Airports of Thailand Public Company Limited
82,AOT.BK,Airports of Thailand Public Company Limited
83,M&M.NS,Mahindra & Mahindra Limited
84,M&M.BO,Mahindra & Mahindra Limited
85,GODREJCP.NS,Godrej Consumer Products Limited
86,GODREJCP.BO,Godrej Consumer Products Limited
87,2412.TW,"Chunghwa Telecom Co., Ltd."
88,GAIL.NS,GAIL (India) Limited
89,GAIL.BO,GAIL (India) Limited
90,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
91,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
92,BAJAJ-AUTO.BO,Bajaj Auto Limited
93,BAJAJ-AUTO.NS,Bajaj Auto Limited
94,BPCL.BO,Bharat Petroleum Corporation Limited
95,BPCL.NS,Bharat Petroleum Corporation Limited
96,TITAN.BO,Titan Company Limited
97,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
98,TITAN.NS,Titan Company Limited
99,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
100,TCS.NS,Tata Consultancy Services Limited
101,TCS.BO,Tata Consultancy Services Limited
102,RELIANCE.BO,Reliance Industries Limited
103,RELIANCE.NS,Reliance Industries Limited
104,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
105,HDFCBANK.BO,HDFC Bank Limited
106,HDFCBANK.NS,HDFC Bank Limited
107,HINDUNILVR.NS,Hindustan Unilever Limited
108,HINDUNILVR.BO,Hindustan Unilever Limited
109,ITC.NS,ITC Limited
110,ITC.BO,ITC Limited
111,HDFC.NS,Housing Development Finance Corporation Limited
112,HDFC.BO,Housing Development Finance Corporation Limited
113,0700.HK,Tencent Holdings Limited
114,INFY.BO,Infosys Limited
115,INFY.NS,Infosys Limited
116,SBIN.NS,State Bank of India
117,SBIN.BO,State Bank of India
118,KOTAKBANK.NS,Kotak Mahindra Bank Limited
119,KOTAKBANK.BO,Kotak Mahindra Bank Limited
120,ICICIBANK.BO,ICICI Bank Limited
121,ICICIBANK.NS,ICICI Bank Limited
122,MARUTI.BO,Maruti Suzuki India Limited
123,MARUTI.NS,Maruti Suzuki India Limited
124,LT.NS,Larsen & Toubro Limited
125,LT.BO,Larsen & Toubro Limited
126,ONGC.NS,Oil and Natural Gas Corporation Limited
127,ONGC.BO,Oil and Natural Gas Corporation Limited
128,1398.HK,Industrial and Commercial Bank of China Limited
129,0939.HK,China Construction Bank Corporation
130,STAN.BO,Standard Chartered PLC
131,AXISBANK.NS,Axis Bank Limited
132,AXISBANK.BO,Axis Bank Limited
133,601939.SS,China Construction Bank Corporation
134,COALINDIA.NS,Coal India Limited
135,601398.SS,Industrial and Commercial Bank of China Limited
136,COALINDIA.BO,Coal India Limited
137,0941.HK,China Mobile Limited
138,BAJFINANCE.NS,Bajaj Finance Limited
139,BAJFINANCE.BO,Bajaj Finance Limited
140,WIPRO.NS,Wipro Limited
141,WIPRO.BO,Wipro Limited
142,0857.HK,PetroChina Company Limited
143,HCLTECH.NS,HCL Technologies Limited
144,HCLTECH.BO,HCL Technologies Limited
145,ASIANPAINT.NS,Asian Paints Limited
146,ASIANPAINT.BO,Asian Paints Limited
147,PTT.BK,PTT Public Company Limited
148,PTT-R.BK,PTT Public Company Limited
149,0005.HK,HSBC Holdings plc
150,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
151,601857.SS,PetroChina Company Limited
152,IOC.BO,Indian Oil Corporation Limited
153,IOC.NS,Indian Oil Corporation Limited
154,BHARTIARTL.BO,Bharti Airtel Limited
155,BHARTIARTL.NS,Bharti Airtel Limited
156,1288.HK,Agricultural Bank of China Limited
157,NTPC.NS,NTPC Limited
158,NTPC.BO,NTPC Limited
159,3988.HK,Bank of China Limited
160,HINDZINC.NS,Hindustan Zinc Limited
161,HINDZINC.BO,Hindustan Zinc Limited
162,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
163,601288.SS,Agricultural Bank of China Limited
164,ULTRACEMCO.NS,UltraTech Cement Limited
165,ULTRACEMCO.BO,UltraTech Cement Limited
166,NESTLEIND.BO,Nestlé India Limited
167,NESTLEIND.NS,Nestlé India Limited
168,601988.SS,Bank of China Limited
169,6505.TW,Formosa Petrochemical Corporation
170,POWERGRID.NS,Power Grid Corporation of India Limited
171,POWERGRID.BO,Power Grid Corporation of India Limited
172,BAJAJFINSV.NS,Bajaj Finserv Limited
173,BAJAJFINSV.BO,Bajaj Finserv Limited
174,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
175,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
176,2317.TW,"Hon Hai Precision Industry Co., Ltd."
177,DMART.BO,Avenue Supermarts Limited
178,DMART.NS,Avenue Supermarts Limited
179,INDUSINDBK.BO,IndusInd Bank Limited
180,INDUSINDBK.NS,IndusInd Bank Limited
181,AOT-R.BK,Airports of Thailand Public Company Limited
182,AOT.BK,Airports of Thailand Public Company Limited
183,M&M.NS,Mahindra & Mahindra Limited
184,M&M.BO,Mahindra & Mahindra Limited
185,GODREJCP.NS,Godrej Consumer Products Limited
186,GODREJCP.BO,Godrej Consumer Products Limited
187,2412.TW,"Chunghwa Telecom Co., Ltd."
188,GAIL.NS,GAIL (India) Limited
189,GAIL.BO,GAIL (India) Limited
190,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
191,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
192,BAJAJ-AUTO.BO,Bajaj Auto Limited
193,BAJAJ-AUTO.NS,Bajaj Auto Limited
194,BPCL.BO,Bharat Petroleum Corporation Limited
195,BPCL.NS,Bharat Petroleum Corporation Limited
196,TITAN.BO,Titan Company Limited
197,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
198,TITAN.NS,Titan Company Limited
199,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
200,TCS.NS,Tata Consultancy Services Limited
201,TCS.BO,Tata Consultancy Services Limited
202,RELIANCE.BO,Reliance Industries Limited
203,RELIANCE.NS,Reliance Industries Limited
204,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
205,HDFCBANK.BO,HDFC Bank Limited
206,HDFCBANK.NS,HDFC Bank Limited
207,HINDUNILVR.NS,Hindustan Unilever Limited
208,HINDUNILVR.BO,Hindustan Unilever Limited
209,ITC.NS,ITC Limited
210,ITC.BO,ITC Limited
211,HDFC.NS,Housing Development Finance Corporation Limited
212,HDFC.BO,Housing Development Finance Corporation Limited
213,0700.HK,Tencent Holdings Limited
214,INFY.BO,Infosys Limited
215,INFY.NS,Infosys Limited
216,SBIN.NS,State Bank of India
217,SBIN.BO,State Bank of India
218,KOTAKBANK.NS,Kotak Mahindra Bank Limited
219,KOTAKBANK.BO,Kotak Mahindra Bank Limited
220,ICICIBANK.BO,ICICI Bank Limited
221,ICICIBANK.NS,ICICI Bank Limited
222,MARUTI.BO,Maruti Suzuki India Limited
223,MARUTI.NS,Maruti Suzuki India Limited
224,LT.NS,Larsen & Toubro Limited
225,LT.BO,Larsen & Toubro Limited
226,ONGC.NS,Oil and Natural Gas Corporation Limited
227,ONGC.BO,Oil and Natural Gas Corporation Limited
228,1398.HK,Industrial and Commercial Bank of China Limited
229,0939.HK,China Construction Bank Corporation
230,STAN.BO,Standard Chartered PLC
231,AXISBANK.NS,Axis Bank Limited
232,AXISBANK.BO,Axis Bank Limited
233,601939.SS,China Construction Bank Corporation
234,COALINDIA.NS,Coal India Limited
235,601398.SS,Industrial and Commercial Bank of China Limited
236,COALINDIA.BO,Coal India Limited
237,0941.HK,China Mobile Limited
238,BAJFINANCE.NS,Bajaj Finance Limited
239,BAJFINANCE.BO,Bajaj Finance Limited
240,WIPRO.NS,Wipro Limited
241,WIPRO.BO,Wipro Limited
242,0857.HK,PetroChina Company Limited
243,HCLTECH.NS,HCL Technologies Limited
244,HCLTECH.BO,HCL Technologies Limited
245,ASIANPAINT.NS,Asian Paints Limited
246,ASIANPAINT.BO,Asian Paints Limited
247,PTT.BK,PTT Public Company Limited
248,PTT-R.BK,PTT Public Company Limited
249,0005.HK,HSBC Holdings plc
250,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
251,601857.SS,PetroChina Company Limited
252,IOC.BO,Indian Oil Corporation Limited
253,IOC.NS,Indian Oil Corporation Limited
254,BHARTIARTL.BO,Bharti Airtel Limited
255,BHARTIARTL.NS,Bharti Airtel Limited
256,1288.HK,Agricultural Bank of China Limited
257,NTPC.NS,NTPC Limited
258,NTPC.BO,NTPC Limited
259,3988.HK,Bank of China Limited
260,HINDZINC.NS,Hindustan Zinc Limited
261,HINDZINC.BO,Hindustan Zinc Limited
262,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
263,601288.SS,Agricultural Bank of China Limited
264,ULTRACEMCO.NS,UltraTech Cement Limited
265,ULTRACEMCO.BO,UltraTech Cement Limited
266,NESTLEIND.BO,Nestlé India Limited
267,NESTLEIND.NS,Nestlé India Limited
268,601988.SS,Bank of China Limited
269,6505.TW,Formosa Petrochemical Corporation
270,POWERGRID.NS,Power Grid Corporation of India Limited
271,POWERGRID.BO,Power Grid Corporation of India Limited
272,BAJAJFINSV.NS,Bajaj Finserv Limited
273,BAJAJFINSV.BO,Bajaj Finserv Limited
274,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
275,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
276,2317.TW,"Hon Hai Precision Industry Co., Ltd."
277,DMART.BO,Avenue Supermarts Limited
278,DMART.NS,Avenue Supermarts Limited
279,INDUSINDBK.BO,IndusInd Bank Limited
280,INDUSINDBK.NS,IndusInd Bank Limited
281,AOT-R.BK,Airports of Thailand Public Company Limited
282,AOT.BK,Airports of Thailand Public Company Limited
283,M&M.NS,Mahindra & Mahindra Limited
284,M&M.BO,Mahindra & Mahindra Limited
285,GODREJCP.NS,Godrej Consumer Products Limited
286,GODREJCP.BO,Godrej Consumer Products Limited
287,2412.TW,"Chunghwa Telecom Co., Ltd."
288,GAIL.NS,GAIL (India) Limited
289,GAIL.BO,GAIL (India) Limited
290,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
291,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
292,BAJAJ-AUTO.BO,Bajaj Auto Limited
293,BAJAJ-AUTO.NS,Bajaj Auto Limited
294,BPCL.BO,Bharat Petroleum Corporation Limited
295,BPCL.NS,Bharat Petroleum Corporation Limited
296,TITAN.BO,Titan Company Limited
297,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
298,TITAN.NS,Titan Company Limited
299,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
300,TCS.NS,Tata Consultancy Services Limited
301,TCS.BO,Tata Consultancy Services Limited
302,RELIANCE.BO,Reliance Industries Limited
303,RELIANCE.NS,Reliance Industries Limited
304,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
305,HDFCBANK.BO,HDFC Bank Limited
306,HDFCBANK.NS,HDFC Bank Limited
307,HINDUNILVR.NS,Hindustan Unilever Limited
308,HINDUNILVR.BO,Hindustan Unilever Limited
309,ITC.NS,ITC Limited
310,ITC.BO,ITC Limited
311,HDFC.NS,Housing Development Finance Corporation Limited
312,HDFC.BO,Housing Development Finance Corporation Limited
313,0700.HK,Tencent Holdings Limited
314,INFY.BO,Infosys Limited
315,INFY.NS,Infosys Limited
316,SBIN.NS,State Bank of India
317,SBIN.BO,State Bank of India
318,KOTAKBANK.NS,Kotak Mahindra Bank Limited
319,KOTAKBANK.BO,Kotak Mahindra Bank Limited
320,ICICIBANK.BO,ICICI Bank Limited
321,ICICIBANK.NS,ICICI Bank Limited
322,MARUTI.BO,Maruti Suzuki India Limited
323,MARUTI.NS,Maruti Suzuki India Limited
324,LT.NS,Larsen & Toubro Limited
325,LT.BO,Larsen & Toubro Limited
326,ONGC.NS,Oil and Natural Gas Corporation Limited
327,ONGC.BO,Oil and Natural Gas Corporation Limited
328,1398.HK,Industrial and Commercial Bank of China Limited
329,0939.HK,China Construction Bank Corporation
330,STAN.BO,Standard Chartered PLC
331,AXISBANK.NS,Axis Bank Limited
332,AXISBANK.BO,Axis Bank Limited
333,601939.SS,China Construction Bank Corporation
334,COALINDIA.NS,Coal India Limited
335,601398.SS,Industrial and Commercial Bank of China Limited
336,COALINDIA.BO,Coal India Limited
337,0941.HK,China Mobile Limited
338,BAJFINANCE.NS,Bajaj Finance Limited
339,BAJFINANCE.BO,Bajaj Finance Limited
340,WIPRO.NS,Wipro Limited
341,WIPRO.BO,Wipro Limited
342,0857.HK,PetroChina Company Limited
343,HCLTECH.NS,HCL Technologies Limited
344,HCLTECH.BO,HCL Technologies Limited
345,ASIANPAINT.NS,Asian Paints Limited
346,ASIANPAINT.BO,Asian Paints Limited
347,PTT.BK,PTT Public Company Limited
348,PTT-R.BK,PTT Public Company Limited
349,0005.HK,HSBC Holdings plc
350,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
351,601857.SS,PetroChina Company Limited
352,IOC.BO,Indian Oil Corporation Limited
353,IOC.NS,Indian Oil Corporation Limited
354,BHARTIARTL.BO,Bharti Airtel Limited
355,BHARTIARTL.NS,Bharti Airtel Limited
356,1288.HK,Agricultural Bank of China Limited
357,NTPC.NS,NTPC Limited
358,NTPC.BO,NTPC Limited
359,3988.HK,Bank of China Limited
360,HINDZINC.NS,Hindustan Zinc Limited
361,HINDZINC.BO,Hindustan Zinc Limited
362,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
363,601288.SS,Agricultural Bank of China Limited
364,ULTRACEMCO.NS,UltraTech Cement Limited
365,ULTRACEMCO.BO,UltraTech Cement Limited
366,NESTLEIND.BO,Nestlé India Limited
367,NESTLEIND.NS,Nestlé India Limited
368,601988.SS,Bank of China Limited
369,6505.TW,Formosa Petrochemical Corporation
370,POWERGRID.NS,Power Grid Corporation of India Limited
371,POWERGRID.BO,Power Grid Corporation of India Limited
372,BAJAJFINSV.NS,Bajaj Finserv Limited
373,BAJAJFINSV.BO,Bajaj Finserv Limited
374,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
375,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
376,2317.TW,"Hon Hai Precision Industry Co., Ltd."
377,DMART.BO,Avenue Supermarts Limited
378,DMART.NS,Avenue Supermarts Limited
379,INDUSINDBK.BO,IndusInd Bank Limited
380,INDUSINDBK.NS,IndusInd Bank Limited
381,AOT-R.BK,Airports of Thailand Public Company Limited
382,AOT.BK,Airports of Thailand Public Company Limited
383,M&M.NS,Mahindra & Mahindra Limited
384,M&M.BO,Mahindra & Mahindra Limited
385,GODREJCP.NS,Godrej Consumer Products Limited
386,GODREJCP.BO,Godrej Consumer Products Limited
387,2412.TW,"Chunghwa Telecom Co., Ltd."
388,GAIL.NS,GAIL (India) Limited
389,GAIL.BO,GAIL (India) Limited
390,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
391,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
392,BAJAJ-AUTO.BO,Bajaj Auto Limited
393,BAJAJ-AUTO.NS,Bajaj Auto Limited
394,BPCL.BO,Bharat Petroleum Corporation Limited
395,BPCL.NS,Bharat Petroleum Corporation Limited
396,TITAN.BO,Titan Company Limited
397,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
398,TITAN.NS,Titan Company Limited
399,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
400,TCS.NS,Tata Consultancy Services Limited
401,TCS.BO,Tata Consultancy Services Limited
402,RELIANCE.BO,Reliance Industries Limited
403,RELIANCE.NS,Reliance Industries Limited
404,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
405,HDFCBANK.BO,HDFC Bank Limited
406,HDFCBANK.NS,HDFC Bank Limited
407,HINDUNILVR.NS,Hindustan Unilever Limited
408,HINDUNILVR.BO,Hindustan Unilever Limited
409,ITC.NS,ITC Limited
410,ITC.BO,ITC Limited
411,HDFC.NS,Housing Development Finance Corporation Limited
412,HDFC.BO,Housing Development Finance Corporation Limited
413,0700.HK,Tencent Holdings Limited
414,INFY.BO,Infosys Limited
415,INFY.NS,Infosys Limited
416,SBIN.NS,State Bank of India
417,SBIN.BO,State Bank of India
418,KOTAKBANK.NS,Kotak Mahindra Bank Limited
419,KOTAKBANK.BO,Kotak Mahindra Bank Limited
420,ICICIBANK.BO,ICICI Bank Limited
421,ICICIBANK.NS,ICICI Bank Limited
422,MARUTI.BO,Maruti Suzuki India Limited
423,MARUTI.NS,Maruti Suzuki India Limited
424,LT.NS,Larsen & Toubro Limited
425,LT.BO,Larsen & Toubro Limited
426,ONGC.NS,Oil and Natural Gas Corporation Limited
427,ONGC.BO,Oil and Natural Gas Corporation Limited
428,1398.HK,Industrial and Commercial Bank of China Limited
429,0939.HK,China Construction Bank Corporation
430,STAN.BO,Standard Chartered PLC
431,AXISBANK.NS,Axis Bank Limited
432,AXISBANK.BO,Axis Bank Limited
433,601939.SS,China Construction Bank Corporation
434,COALINDIA.NS,Coal India Limited
435,601398.SS,Industrial and Commercial Bank of China Limited
436,COALINDIA.BO,Coal India Limited
437,0941.HK,China Mobile Limited
438,BAJFINANCE.NS,Bajaj Finance Limited
439,BAJFINANCE.BO,Bajaj Finance Limited
440,WIPRO.NS,Wipro Limited
441,WIPRO.BO,Wipro Limited
442,0857.HK,PetroChina Company Limited
443,HCLTECH.NS,HCL Technologies Limited
444,HCLTECH.BO,HCL Technologies Limited
445,ASIANPAINT.NS,Asian Paints Limited
446,ASIANPAINT.BO,Asian Paints Limited
447,PTT.BK,PTT Public Company Limited
448,PTT-R.BK,PTT Public Company Limited
449,0005.HK,HSBC Holdings plc
450,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
451,601857.SS,PetroChina Company Limited
452,IOC.BO,Indian Oil Corporation Limited
453,IOC.NS,Indian Oil Corporation Limited
454,BHARTIARTL.BO,Bharti Airtel Limited
455,BHARTIARTL.NS,Bharti Airtel Limited
456,1288.HK,Agricultural Bank of China Limited
457,NTPC.NS,NTPC Limited
458,NTPC.BO,NTPC Limited
459,3988.HK,Bank of China Limited
460,HINDZINC.NS,Hindustan Zinc Limited
461,HINDZINC.BO,Hindustan Zinc Limited
462,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
463,601288.SS,Agricultural Bank of China Limited
464,ULTRACEMCO.NS,UltraTech Cement Limited
465,ULTRACEMCO.BO,UltraTech Cement Limited
466,NESTLEIND.BO,Nestlé India Limited
467,NESTLEIND.NS,Nestlé India Limited
468,601988.SS,Bank of China Limited
469,6505.TW,Formosa Petrochemical Corporation
470,POWERGRID.NS,Power Grid Corporation of India Limited
471,POWERGRID.BO,Power Grid Corporation of India Limited
472,BAJAJFINSV.NS,Bajaj Finserv Limited
473,BAJAJFINSV.BO,Bajaj Finserv Limited
474,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
475,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
476,2317.TW,"Hon Hai Precision Industry Co., Ltd."
477,DMART.BO,Avenue Supermarts Limited
478,DMART.NS,Avenue Supermarts Limited
479,INDUSINDBK.BO,IndusInd Bank Limited
480,INDUSINDBK.NS,IndusInd Bank Limited
481,AOT-R.BK,Airports of Thailand Public Company Limited
482,AOT.BK,Airports of Thailand Public Company Limited
483,M&M.NS,Mahindra & Mahindra Limited
484,M&M.BO,Mahindra & Mahindra Limited
485,GODREJCP.NS,Godrej Consumer Products Limited
486,GODREJCP.BO,Godrej Consumer Products Limited
487,2412.TW,"Chunghwa Telecom Co., Ltd."
488,GAIL.NS,GAIL (India) Limited
489,GAIL.BO,GAIL (India) Limited
490,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
491,ADANIPORTS.BO,Adani Ports and Special Economic Zone Limited
492,BAJAJ-AUTO.BO,Bajaj Auto Limited
493,BAJAJ-AUTO.NS,Bajaj Auto Limited
494,BPCL.BO,Bharat Petroleum Corporation Limited
495,BPCL.NS,Bharat Petroleum Corporation Limited
496,TITAN.BO,Titan Company Limited
497,HDFCLIFE.BO,HDFC Standard Life Insurance Company Limited
498,TITAN.NS,Titan Company Limited
499,HDFCLIFE.NS,HDFC Standard Life Insurance Company Limited
500,TCS.NS,Tata Consultancy Services Limited
501,TCS.BO,Tata Consultancy Services Limited
502,RELIANCE.BO,Reliance Industries Limited
503,RELIANCE.NS,Reliance Industries Limited
504,2330.TW,Taiwan Semiconductor Manufacturing Company Limited
505,HDFCBANK.BO,HDFC Bank Limited
506,HDFCBANK.NS,HDFC Bank Limited
507,HINDUNILVR.NS,Hindustan Unilever Limited
508,HINDUNILVR.BO,Hindustan Unilever Limited
509,ITC.NS,ITC Limited
510,ITC.BO,ITC Limited
511,HDFC.NS,Housing Development Finance Corporation Limited
512,HDFC.BO,Housing Development Finance Corporation Limited
513,0700.HK,Tencent Holdings Limited
514,INFY.BO,Infosys Limited
515,INFY.NS,Infosys Limited
516,SBIN.NS,State Bank of India
517,SBIN.BO,State Bank of India
518,KOTAKBANK.NS,Kotak Mahindra Bank Limited
519,KOTAKBANK.BO,Kotak Mahindra Bank Limited
520,ICICIBANK.BO,ICICI Bank Limited
521,ICICIBANK.NS,ICICI Bank Limited
522,MARUTI.BO,Maruti Suzuki India Limited
523,MARUTI.NS,Maruti Suzuki India Limited
524,LT.NS,Larsen & Toubro Limited
525,LT.BO,Larsen & Toubro Limited
526,ONGC.NS,Oil and Natural Gas Corporation Limited
527,ONGC.BO,Oil and Natural Gas Corporation Limited
528,1398.HK,Industrial and Commercial Bank of China Limited
529,0939.HK,China Construction Bank Corporation
530,STAN.BO,Standard Chartered PLC
531,AXISBANK.NS,Axis Bank Limited
532,AXISBANK.BO,Axis Bank Limited
533,601939.SS,China Construction Bank Corporation
534,COALINDIA.NS,Coal India Limited
535,601398.SS,Industrial and Commercial Bank of China Limited
536,COALINDIA.BO,Coal India Limited
537,0941.HK,China Mobile Limited
538,BAJFINANCE.NS,Bajaj Finance Limited
539,BAJFINANCE.BO,Bajaj Finance Limited
540,WIPRO.NS,Wipro Limited
541,WIPRO.BO,Wipro Limited
542,0857.HK,PetroChina Company Limited
543,HCLTECH.NS,HCL Technologies Limited
544,HCLTECH.BO,HCL Technologies Limited
545,ASIANPAINT.NS,Asian Paints Limited
546,ASIANPAINT.BO,Asian Paints Limited
547,PTT.BK,PTT Public Company Limited
548,PTT-R.BK,PTT Public Company Limited
549,0005.HK,HSBC Holdings plc
550,2318.HK,"Ping An Insurance (Group) Company of China, Ltd."
551,601857.SS,PetroChina Company Limited
552,IOC.BO,Indian Oil Corporation Limited
553,IOC.NS,Indian Oil Corporation Limited
554,BHARTIARTL.BO,Bharti Airtel Limited
555,BHARTIARTL.NS,Bharti Airtel Limited
556,1288.HK,Agricultural Bank of China Limited
557,NTPC.NS,NTPC Limited
558,NTPC.BO,NTPC Limited
559,3988.HK,Bank of China Limited
560,HINDZINC.NS,Hindustan Zinc Limited
561,HINDZINC.BO,Hindustan Zinc Limited
562,601318.SS,"Ping An Insurance (Group) Company of China, Ltd."
563,601288.SS,Agricultural Bank of China Limited
564,ULTRACEMCO.NS,UltraTech Cement Limited
565,ULTRACEMCO.BO,UltraTech Cement Limited
566,NESTLEIND.BO,Nestlé India Limited
567,NESTLEIND.NS,Nestlé India Limited
568,601988.SS,Bank of China Limited
569,6505.TW,Formosa Petrochemical Corporation
570,POWERGRID.NS,Power Grid Corporation of India Limited
571,POWERGRID.BO,Power Grid Corporation of India Limited
572,BAJAJFINSV.NS,Bajaj Finserv Limited
573,BAJAJFINSV.BO,Bajaj Finserv Limited
574,SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
575,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
576,2317.TW,"Hon Hai Precision Industry Co., Ltd."
577,DMART.BO,Avenue Supermarts Limited
578,DMART.NS,Avenue Supermarts Limited
579,INDUSINDBK.BO,IndusInd Bank Limited
580,INDUSINDBK.NS,IndusInd Bank Limited
581,AOT-R.BK,Airports of Thailand Public Company Limited
582,AOT.BK,Airports of Thailand Public Company Limited
583,M&M.NS,Mahindra & Mahindra Limited
